|artist|date|genre|style_name|title
5415|Dorothy Lathrop|1920.0|illustration|Art Nouveau (Modern)|A Little Boy Lost 
5416|Odilon Redon|1897|symbolic painting|Symbolism|The Boat (Virgin with Corona)
5417|Lucian Freud|1997|nude painting (nu)|Expressionism|Sunny Morning Eight Legs
5418|Aleksey Savrasov|1871|landscape|Realism|Flooding of the Volga river near Yaroslavl
5419|Henri Matisse|1940|still life|Expressionism|Still Life with Oysters
5420|Boris Kustodiev|1906.0|genre painting|Impressionism|On the Terrace 
5421|Anna Ostroumova-Lebedeva|1923.0|landscape|Art Nouveau (Modern)|Round pond
5422|Nicholas Roerich|1932|landscape|Symbolism|Strongholds of Tibet (study)
5423|Vasily Perov|1867|religious painting|Realism|Christ and the Virgin at the sea
5424|William H. Johnson|1932|portrait|Expressionism|Arab Woman, Kairouan
5425|William Turner|1845|sketch and study|Romanticism|Two Figures on a Beach with a Boat
5426|John Everett Millais|1881.0|portrait|Realism|Sweetest eyes that were ever seen…
5427|Nicholas Roerich|1920|genre painting|Art Nouveau (Modern)|Song of waterfall
5428|Salvador Dali|1925|portrait|Realism|Figure at a Window
5429|Georges Seurat|1883|genre painting|Impressionism|Farmer to work
5430|Ernst Ludwig Kirchner|1909|genre painting|Expressionism|Artist Begging for Applause
5431|Edvard Munch|1883.0|genre painting|Realism|Aunt Karen in the Rocking Chair
5432|Ivan Aivazovsky|1872|landscape|Romanticism|Moscow in Winter from the Sparrow Hills  
5433|Ivan Aivazovsky|1868|genre painting|Romanticism|Winter Scene in Little Russia   
5434|Edward Burne-Jones|1888|mythological painting|Romanticism|The Rock of Doom
5435|Guido Reni|1640|religious painting|Baroque|Magdalene with the Jar of Ointment
5436|Martiros Saryan|1958|landscape|Symbolism|Ararat and arch Charents
5437|Odilon Redon|1890|symbolic painting|Symbolism|Spirit of the Forest
5438|James Tissot|1896|religious painting|Symbolism|The Descent from the Cross, illustration for 'The Life of Christ'
5439|Ernst Ludwig Kirchner|1928|genre painting|Expressionism|Café in Davos
5440|Robert Julian Onderdonk|1908.0|landscape|Impressionism|Autumn Sunset
5441|Pablo Picasso|1903|genre painting|Expressionism|The old blind guitarist
5442|Richard Gerstl|1906|portrait|Expressionism|Portrait of Arnold Schonberg 
5443| Wassily Kandinsky|1908|cityscape|Expressionism|Munich-Schwabing with the church of St. Ursula
5444|Peder Severin Kroyer|1899.0|genre painting|Realism|Boys Bathing at Skagen, Summer Evening
5445|Camille Pissarro|1872|landscape|Impressionism|Barges on Pontoise
5446|Bartolome Esteban Murillo|1655|religious painting|Baroque|St. Rodriguez
5447|Edward Wadsworth|1919|landscape|Post-Impressionism|Granite Quarries, Darby Hill, Oldbury
5448|Boris Kustodiev|1917.0|genre painting|Art Nouveau (Modern)|Show Booths
5449|John Ruskin|1835.0|landscape|Romanticism|Copy of A. V. Copley Fielding's Loch Achray 
5450|Boris Kustodiev|1926.0|nude painting (nu)|Art Nouveau (Modern)|Russian Venus
5451|Ivan Aivazovsky|1866|genre painting|Romanticism|Little Russian Ox Cart in Winter   
5452|William H. Johnson|1938|still life|Expressionism|Still Life
5453|James Tissot|1876|portrait|Realism|Portrait of M.N. (Portrait of Mrs. Newton)
5454|Anthony van Dyck|1630|sketch and study|Baroque|Self portrait
5455|Lynd Ward|1932.0|illustration|Expressionism|Wild Pilgrimage
5456|Thomas Eakins|1900|portrait|Realism|Portrait of Mary Adeline Williams
5457|John Ruskin|1867.0|sketch and study|Romanticism|Plumage of Partridge 
5458|Viktor Vasnetsov|1878.0|sketch and study|Realism|The head of the peasant 
5459|Lucian Freud|2003|portrait|Expressionism|Man in a White Shirt
5460|William H. Johnson|1937|landscape|Expressionism|Mountain Blossoms, Volda
5461|Boris Kustodiev|1921.0|nude painting (nu)|Art Nouveau (Modern)|Bathing
5462|Anders Zorn|1888|nude painting (nu)|Impressionism|The Tub
5463|Lynd Ward|1947.0|genre painting|Expressionism|Railroaded
5464|Gustav Klimt|1898|portrait|Symbolism|Portrait of Helene Klimt
5465|Carl Larsson|1883|landscape|Impressionism|Garden in Grez
5466|Boris Kustodiev|1916.0|genre painting|Art Nouveau (Modern)|Winter
5467|Alphonse Mucha|1902|portrait|Art Nouveau (Modern)|Cycles Perfecta
5468|Lucian Freud|1973|nude painting (nu)|Expressionism|Naked Portrait
5469|William Merritt Chase|1877|portrait|Impressionism|Ready For The Ride
5470|William H. Johnson|1938|still life|Expressionism|Still Life--Flowers
5471|Konstantin Yuon|1916|cityscape|Art Nouveau (Modern)|The Rostov Kremlin
5472|Carl Larsson|1892|genre painting|Art Nouveau (Modern)|The Day Before Christmas
5473|Boris Kustodiev|1918.0|nude painting (nu)|Art Nouveau (Modern)|Beauty
5474|Vasily Perov|1867|genre painting|Realism|Drowned 
5475|Vasily Perov|1870|genre painting|Realism|On the eve of bachelorette party. The bride from the bath
5476|Carl Larsson|1900|genre painting|Art Nouveau (Modern)|A Late-Riser's Miserable Breakfast
5477|Odilon Redon|1900|portrait|Symbolism|Portrait of Marie Botkine
5478|Franz Stuck|1902|portrait|Symbolism|Mary with a red hat
5479|Vasily Perov|1867|genre painting|Realism|A Drowned Woman (Found Drowned)
5480|Nicholas Roerich|1895|sketch and study|Realism|Study of landscape
5481|Edvard Munch|1904.0|landscape|Expressionism|Trees on the Shore
5482|Konstantin Yuon|1921|symbolic painting|Symbolism|New Planet
5483|Ernst Ludwig Kirchner|1933|genre painting|Expressionism|Dancing Mary Wigman
5484|Rembrandt|1658|mythological painting|Baroque|The phoenix or the statue overthrown
5485|Giovanni Boldini|1897|portrait|Realism|Portrait of James Abbott McNeil Whistler (1834-1903)  
5486|Luca Giordano|1683.0|mythological painting|Baroque|The Judgment of Paris 
5487|Vasily Perov|1864|genre painting|Realism|Boy with raised hands, reaching out to the public 
5488|John William Waterhouse|1892|mythological painting|Romanticism|Circe Invidiosa
5489|Nicholas Roerich|1926|religious painting|Symbolism|Maitreya the Conqueror
5490|Konstantin Yuon|1915|landscape|Realism|May Morning. Nightingale place. Ligachevo
5491|Aubrey Beardsley|1895|genre painting|Art Nouveau (Modern)|Black Coffee
5492|Pierre-Auguste Renoir|1876|portrait|Impressionism|Man on a Staircase
5493|Vasily Perov|1863|genre painting|Realism|The funeral of a poor quarter of Paris 
5494|Ivan Aivazovsky|1866|landscape|Romanticism|Sunset over the Golden Horn
5495|Ernst Ludwig Kirchner|1932|genre painting|Expressionism|Colourful Dance
5496|James Tissot|1896|religious painting|Symbolism|The Miracle of the Loaves and Fishes
5497|Lynd Ward|1966.0|symbolic painting|Expressionism|Flower Girl
5498|Peter Paul Rubens|1638|mythological painting|Baroque|Andromeda
5499|Salvador Dali|1958|religious painting|Symbolism|Angel
5500|Alphonse Mucha|1903|portrait|Art Nouveau (Modern)|Lefevre Utile
5501|Konstantin Makovsky|1875|portrait|Romanticism|Peasant Children at rest
5502|William H. Johnson|1926|still life|Expressionism|Still Life
5503|Konstantin Yuon|1933|design|Art Nouveau (Modern)|Sketch of Gorky's play 'Egor Bulychov and others'. Crimson dining room
5504|Anthony van Dyck|1620|religious painting|Baroque|Crowning with Thorns
5505|Ivan Shishkin|1890.0|landscape|Realism|Marsh. Polissia
5506|Ernst Ludwig Kirchner|1928|landscape|Expressionism|Wildboden Mountains Forest
5507|Henri de Toulouse-Lautrec|1889|portrait|Post-Impressionism|Helene Vary
5508|Egon Schiele|1914|portrait|Art Nouveau (Modern)|Portrait of Friederike Maria Beer
5509|Andre Derain|1904|still life|Post-Impressionism|Still Life on the Table
5510|Vasily Perov|1879|genre painting|Realism|Blessed One
5511|Avigdor Arikha|1985.0|still life|Expressionism|Tubes of Paint in their Drawer
5512|Paul Gauguin|1892|portrait|Post-Impressionism|Two sisters
5513|Bartolome Esteban Murillo|1670|religious painting|Baroque|The Assumption of the Virgin
5514|William-Adolphe Bouguereau|1891|portrait|Realism|Earrings
5515|John Everett Millais|1859.0|genre painting|Realism|The Vale Of Rest
5516|Dorothy Lathrop|1920.0|illustration|Art Nouveau (Modern)|A Little Boy Lost 
5517|Felix Vallotton |1917|landscape|Post-Impressionism|Senegalese soldiers at Camp de Mailly
5518|Edvard Munch|1916.0|genre painting|Expressionism|Spring Plowing
5519|Felix Vallotton |1887|portrait|Realism|Félix Stanislas Jasinski
5520|Richard Gerstl|1908|portrait|Art Nouveau (Modern)|Portrait of  Henryka Cohn
5521|Raphael Kirchner|1900.0|genre painting|Art Nouveau (Modern)|Greek Virgins
5522|Heorhiy Narbut|1918.0|design|Art Nouveau (Modern)|Cover of the project of the large coat of arms of the Ukrainian State
5523|Edgar Degas|1877|sketch and study|Impressionism|Make an attempt, second version
5524|John Everett Millais|1887.0|portrait|Romanticism|Clarissa
5525|Gerrit Dou|1653|genre painting|Baroque|Violin player
5526|Raphael Kirchner|1904.0|design|Art Nouveau (Modern)|Mayflyes
5527|Thomas Eakins|1883|landscape|Realism|The Meadows, Gloucester, New Jersey
5528|Jan Steen|1662|genre painting|Baroque|Woman playing the sistrum
5529|Rembrandt|1636|religious painting|Baroque|The return of the prodigal son
5530|Thomas Hill|1865.0|landscape|Romanticism|View of the Yosemite Valley, in California 
5531|William-Adolphe Bouguereau|1899|religious painting|Realism|The Madonna of the Lilies
5532|Antoine Pesne|1721|portrait|Baroque|Portrait of Johann Melchior Dinglinger
5533|Arkhip Kuindzhi|1869|cityscape|Realism|View of the Isaac Cathedral at Moonlight Night
5534|Anders Zorn|1896|nude painting (nu)|Impressionism|In the studio
5535|Theophile Steinlen|1898.0|sketch and study|Art Nouveau (Modern)|Cat It Burns
5536|John Singer Sargent|1907|landscape|Realism|Val D'Aosta, Purtud
5537|Dorothy Lathrop|1928.0|illustration|Art Nouveau (Modern)|The Treasure of Carcassonne 
5538|Henri Matisse|1951|nude painting (nu)|Expressionism|Nude with Oranges
5539|Vasily Perov|1863|genre painting|Realism|Parisian promenade 
5540|Ivan Aivazovsky|1880|landscape|Romanticism|Constantinople
5541|Dorothy Lathrop|1920.0|illustration|Art Nouveau (Modern)|A Little Boy Lost 
5542|Pierre-Auguste Renoir|1876|portrait|Impressionism|Woman on a Staircase
5543|Gustave Caillebotte|1882|still life|Impressionism|Two Hanging Pheasants
5544|Georges Seurat|1883|genre painting|Post-Impressionism|"Seated Man. Study for ""Bathers at Asnieres"""
5545|Raphael Kirchner|1900.0|design|Art Nouveau (Modern)|Girls with purple surrounds
5546|Raphael Kirchner|1900.0|design|Art Nouveau (Modern)|Girls with purple surrounds
5547|Raphael Kirchner|1900.0|design|Art Nouveau (Modern)|Girls with purple surrounds
5548|Balthus|1954|genre painting|Expressionism|Three sisters
5549|Dorothy Lathrop|1928.0|illustration|Art Nouveau (Modern)|The Treasure of Carcassonne 
5550|Paul Cezanne|1890|portrait|Post-Impressionism|Boy in a Red Vest 
5551|Lynd Ward|1932.0|illustration|Expressionism|Wild Pilgrimage
5552|Dorothy Lathrop|1928.0|illustration|Art Nouveau (Modern)|The Treasure of Carcassonne 
5553|Ivan Aivazovsky|1851|landscape|Romanticism|View of Moscow from Sparrow Hills
5554|Albert Anker|1888.0|genre painting|Realism|Strickendes Mädchen
5555|William H. Johnson|1938|landscape|Expressionism|Fruit Trees and Mountains
5556|Dorothy Lathrop|1928.0|illustration|Art Nouveau (Modern)|The Treasure of Carcassonne 
5557|Richard Gerstl|1908|portrait|Expressionism|Schonberg Family
5558|Georges Seurat|1883|landscape|Impressionism|A house between trees 
5559|Dorothy Lathrop|1928.0|illustration|Art Nouveau (Modern)|The Treasure of Carcassonne 
5560|Dorothy Lathrop|1928.0|illustration|Art Nouveau (Modern)|The Treasure of Carcassonne 
5561|Boris Kustodiev|1908.0|portrait|Realism|Portrait of Ivan Yershov, the role of Siegfried
5562|Franz Stuck|1913|religious painting|Symbolism|Susanna and the Elders
5563|Paula Modersohn-Becker|1899|portrait|Expressionism|Old woman with a bonnet in profile to the left
5564|William H. Johnson|1939|portrait|Expressionism|Portrait of Fletcher
5565|John Bratby|1954.0|still life|Expressionism|Still Life with Chip Frier
5566|Jacob Jordaens|1640|mythological painting|Baroque|Satyr playing flute
5567|Jan Steen|1660|genre painting|Baroque|Idlers
5568|Lucian Freud|1978|nude painting (nu)|Expressionism|Night Portrait
5569|Raphael Kirchner|1900.0|design|Art Nouveau (Modern)|Girls with purple surrounds
5570|Sir Lawrence Alma-Tadema|1872|religious painting|Romanticism|Death of the Pharaoh Firstborn son
5571|Dorothy Lathrop|1928.0|illustration|Art Nouveau (Modern)|The Treasure of Carcassonne 
5572|Anders Zorn|1897|portrait|Art Nouveau (Modern)|Mrs Bacon
5573|Koloman Moser|1908|design|Art Nouveau (Modern)|Postage stamp design for mail postal (not issued)
5574|Theodor Severin Kittelsen|1912.0|illustration|Symbolism|White Bear King Valemon
5575|Annibale Carracci|1604|religious painting|Baroque|Rest on Flight into Egypt
5576|Dorothy Lathrop|1928.0|illustration|Art Nouveau (Modern)|The Treasure of Carcassonne 
5577|Rembrandt|1639|genre painting|Baroque|The skater
5578|Henri de Toulouse-Lautrec|1896|sketch and study|Post-Impressionism|Sleeping Woman
5579|Camille Corot|1874|portrait|Romanticism|Christine Nilson, or The Bohemian with a Mandolin
5580|David Cox|1835.0|genre painting|Romanticism|Waiting for the Ferry Boat 
5581|Camille Corot|1850|portrait|Realism|Girl Reading
5582|Vasily Perov|1864|genre painting|Realism|Celebration in the outskirts of Paris (in Montmartre) 
5583|Paul Serusier|1888|genre painting|Realism|The Breton Weaver
5584|Raphael Kirchner|1901.0|design|Art Nouveau (Modern)|Girls with olive green surrounds
5585|Anna Ostroumova-Lebedeva|1902.0|cityscape|Art Nouveau (Modern)|Cypress trees
5586|Paul Klee|1935|abstract|Expressionism|At the Core
5587|Thomas Cole|1829|landscape|Romanticism|Falls at Catskill
5588|Vasily Perov|1867|genre painting|Realism|Pilgrims. On a pilgrimage
5589|Raphael Kirchner|1901.0|design|Art Nouveau (Modern)|Modern Girls
5590|Lynd Ward|1932.0|cityscape|Expressionism|Company Town
5591|Sir Lawrence Alma-Tadema|1868|genre painting|Romanticism|A Birth Chamber, Seventeenth Century
5592|Anna Ostroumova-Lebedeva|1902.0|landscape|Art Nouveau (Modern)|In the park. Poplar trees.
5593|Nicholas Roerich|1944|landscape|Symbolism|Nanda Devi
5594|Lucian Freud|1942|portrait|Expressionism|Evacuee Boy
5595|William H. Johnson|1930|landscape|Expressionism|Danish Roadside
5596|Paul Cezanne|1877|still life|Impressionism|Still life with apples and biscuits
5597|Jules Breton|1884.0|genre painting|Realism|The Song of the Lark 
5598|Raphael Kirchner|1900.0|design|Art Nouveau (Modern)|Girls with purple surrounds
5599|William-Adolphe Bouguereau|1888|genre painting|Realism|The First Mourning
5600|Anna Ostroumova-Lebedeva|1922.0|cityscape|Art Nouveau (Modern)|Neva early in the morning
5601|Anna Ostroumova-Lebedeva|1922.0|cityscape|Art Nouveau (Modern)|Construction of the Palace Bridge
5602|Theophile Steinlen|1885.0|illustration|Realism|A Saint-Ouen
5603|Raphael Kirchner|1901.0|design|Art Nouveau (Modern)|Girls heads in a circle
5604|Adriaen van Ostade|1673|genre painting|Baroque|The Violinist
5605|Vasily Perov|1875|sketch and study|Realism|Court Pugacheva 
5606|Ivan Shishkin|1867.0|landscape|Realism|Logging
5607|Lynd Ward|1964.0|landscape|Expressionism|Algoma Sunday
5608|Dorothy Lathrop|1920.0|illustration|Art Nouveau (Modern)|A Little Boy Lost 
5609|Franz Stuck|1918|mythological painting|Symbolism|Faun and Neck
5610|Rembrandt|1634|portrait|Baroque|Artemisia
5611|John Atkinson Grimshaw|1883|portrait|Symbolism|Snowbound
5612|Henri Fantin-Latour|1890|portrait|Realism|Portrait of Sonia
5613|Lucian Freud|2004|portrait|Expressionism|Albie
5614|Vasily Tropinin|1842|portrait|Romanticism|Nikolai Nikolajevitj Rajevskij
5615|Edvard Munch|1907.0|genre painting|Expressionism|Jealousy. From the series The Green Room
5616|James Tissot|1894|religious painting|Symbolism|Ordaining of the Twelve Apostles
5617|Bartolome Esteban Murillo|1664|religious painting|Baroque|Death of the Inquisitor Pedro de Arbués
5618|Jacob Jordaens|1616|religious painting|Baroque|Return of the Holy Family from Egypt
5619|Ilya Mashkov|1924|still life|Realism|Eatables Moscow. Meat, poultry
5620|Aubrey Beardsley|1896|illustration|Art Nouveau (Modern)|The Lacedaemonian Ambassadors
5621|Vasily Polenov|1881|landscape|Realism|The Burnt Forest
5622|Raphael Kirchner|1904.0|design|Art Nouveau (Modern)|Smoking Women
5623| Wassily Kandinsky|1909|cityscape|Expressionism|Cemetery and vicarage in Kochel
5624|Konstantin Korovin|1939|cityscape|Impressionism|A Boulevard in Paris
5625|Sir Lawrence Alma-Tadema|1873|portrait|Romanticism|Cherries
5626|Lucian Freud|2001|nude painting (nu)|Expressionism|Julie and Martin
5627|Edvard Munch|1892.0|portrait|Expressionism|August Stindberg
5628|Sir Lawrence Alma-Tadema|1902|genre painting|Romanticism|Unwelcome Confidences
5629|John Ruskin|1867.0|sketch and study|Romanticism|Dead Pheasant 
5630|Lucian Freud|1957|portrait|Expressionism|Woman in a White Shirt
5631|Alphonse Mucha|1902|portrait|Romanticism|The Red Cape
5632|Edgar Degas|1878|genre painting|Impressionism|The Dance Studio
5633|William H. Johnson|1923|still life|Realism|Still Life
5634|Lynd Ward|1969.0|symbolic painting|Expressionism|Day of the Hawk
5635|Theodor Severin Kittelsen|1911.0|illustration|Symbolism|Soria Moria Slott
5636|Henri Matisse|1912|still life|Expressionism|Fish tank in the room
5637|Raphael Kirchner|1910.0|design|Art Nouveau (Modern)|Mermaid
5638|Anna Ostroumova-Lebedeva|1902.0|landscape|Art Nouveau (Modern)|Spring. Snow.
5639|Edward Burne-Jones|1883|portrait|Romanticism|Georgiana Burne Jones, their children Margaret and Philip in the background
5640|Karl Bodmer|1833|genre painting|Romanticism|Blackfeet warrior on horseback
5641|Childe Hassam|1918|portrait|Impressionism|Mrs. Hassam Knitting
5642|Lucian Freud|1996|nude painting (nu)|Expressionism|Portrait on a Grey Cover
5643|Ernst Ludwig Kirchner|1919|landscape|Expressionism|Mountains in Winter
5644|Lynd Ward|1969.0|mythological painting|Expressionism|Three Angels
5645|Jean-Baptiste-Simeon Chardin|1766|still life|Baroque|The Attributes of Art
5646|Ernst Ludwig Kirchner|1926|genre painting|Expressionism|Walking Woman with Dog
5647|Guy Rose|1916|landscape|Impressionism|The Oak
